n_1,n_2,n_3,sigma_e,sigma_p,pi,hat_pi_RG,hat_pi_SRG,hat_pi_SRGM,num_infinite_pi_RG,num_infinite_pi_SRG,num_infinite_pi_SRGM,n_strata_obs_full,n_sims
250,250,2500,0.99,0.99,0.030014421461553767,-32.07068231261288,0.9533108737359586,2.469906291479424,0,54,0,446,NA
250,250,2500,0.99,0.99,0.03984382321137399,-32.5565152974881,0.14303333931037512,1.3814360036294775,0,46,0,454,NA
250,250,2500,0.99,0.99,0.04999999597153313,-33.66562282451565,-1.2185960850713158,-0.20874628535791695,0,48,0,452,NA
250,250,2500,0.99,0.99,0.05995028303745747,-32.120825721486824,-0.6403145890652011,0.6161335171412371,0,57,0,443,NA
250,250,2500,0.99,0.99,0.07004357654639723,-32.22970724599284,-0.47795146883788475,0.34075323318813644,0,47,0,453,NA
250,250,2500,0.99,0.99,0.07985389946003679,-30.823624211577354,1.121662495407739,2.051494978806527,0,50,0,450,NA
250,250,2500,0.99,0.99,0.09005769599673488,-30.951041637769954,0.8143066398146014,1.3273242746984766,0,48,0,452,NA
250,250,2500,0.99,0.99,0.10092145976379437,-30.69548955801385,0.47474879173935863,0.8842551659990909,0,50,0,450,NA
250,250,2500,0.99,0.99,0.11010460386102104,-30.666125707180875,-0.7759721582881469,0.13346715515031157,0,45,0,455,NA
250,250,2500,0.99,0.99,0.11995767669210997,-29.903866766432483,0.5425870097353853,0.8207727512541365,0,52,0,448,NA
250,250,2500,0.99,0.99,0.1299855839797041,-29.996018404355738,-0.15664221328025618,-0.18302957857451632,0,55,0,445,NA
250,250,2500,0.99,0.99,0.14011042979399077,-30.008951993415447,-0.40527236151479124,-0.018828492544961512,0,56,0,444,NA
250,250,2500,0.99,0.99,0.15025204503364473,-29.08371519690701,0.0976113669760647,0.42163848396821757,0,50,0,450,NA
250,250,2500,0.99,0.99,0.16032946675383158,-29.34027912163588,-0.5121189111238339,-0.1530178310343331,0,51,0,449,NA
250,250,2500,0.99,0.99,0.17026230863197309,-28.514519008588383,0.31194247307587897,0.4899501529629398,0,49,0,451,NA
250,250,2500,0.99,0.99,0.17997198453830315,-28.227242431737352,0.024482738293354848,0.4009800948599779,0,51,0,449,NA
250,250,2500,0.99,0.99,0.1900678398849502,-27.928058367977677,0.24884705977071608,0.20586932843900146,0,46,0,454,NA
250,250,2500,0.99,0.99,0.1998390882015514,-27.568804481218347,0.04272555256868469,0.31997455611633463,0,54,0,446,NA
