n_1,n_2,n_3,sigma_e,sigma_p,pi,hat_pi_RG,hat_pi_SRG,hat_pi_SRG_restriction,hat_pi_SRGM,num_infinite_pi_RG,num_infinite_pi_SRG,num_infinite_pi_SRG_restriction,num_infinite_pi_SRGM,sims_w_positivity,n_sims
250,250,2500,0.99,0.8,0.07004357654639723,-28.967085482087217,2.558811597620439,-7.1532220551626295,5.264167840384331,0,0,0,0,458,NA
250,250,2500,0.99,0.8,0.07985389946003679,-33.701726157421916,-1.7998105357694334,-1.516906207358271,1.3314576398300197,0,0,0,0,448,NA
250,250,2500,0.99,0.8,0.09005769599673488,-33.70654929802451,-2.9610263033595645,0.6215773081725868,0.38632902217293147,0,0,0,0,451,NA
250,250,2500,0.99,0.8,0.10092145976379437,-32.3625482576803,-1.7176442846065294,-6.102208116354225,0.8274542854006913,0,0,0,0,450,NA
250,250,2500,0.99,0.8,0.11010460386102104,-30.79023955366781,-0.4936712875382173,0.21455491113466882,2.518569521739526,0,0,0,0,445,NA
250,250,2500,0.99,0.8,0.11995767669210997,-30.301603500347436,-0.011073835234643151,-2.796925977504711,2.3206759503059673,0,0,0,0,433,NA
250,250,2500,0.99,0.8,0.1299855839797041,-31.801839139642674,-2.262942840754123,4.756533103038828,0.6307807279955719,0,0,0,0,451,NA
250,250,2500,0.99,0.8,0.14011042979399077,-30.824519801690084,-1.943685678014498,6.266639595094992,1.0095522187503565,0,0,0,0,442,NA
250,250,2500,0.99,0.8,0.15025204503364473,-31.57387235987278,-2.9201433478117083,0.8506531826615042,-0.30872120374342515,0,0,0,0,443,NA
250,250,2500,0.99,0.8,0.16032946675383158,-30.391727169231192,-0.45668120947128776,-5.257724807321819,0.8676448260134881,0,0,0,0,451,NA
250,250,2500,0.99,0.8,0.17026230863197309,-30.02438585476599,-1.6232833308200678,1.142691246864371,0.5539617279712382,0,0,0,0,454,NA
250,250,2500,0.99,0.8,0.17997198453830315,-28.311244233445272,0.2476090760695509,-0.584743064646688,1.812803817904557,0,0,0,0,448,NA
250,250,2500,0.99,0.8,0.1900678398849502,-28.089325363767937,0.30750903532870477,-3.6714060337704093,1.5320858548228118,0,0,0,0,444,NA
250,250,2500,0.99,0.8,0.1998390882015514,-28.58977447319901,-1.457736677244917,4.280799903924237,0.6340533130804813,0,0,0,0,443,NA
250,250,2500,0.99,0.95,0.009912299793487728,-1.4551909299425407,23.31294289230441,22.731938881162225,25.046853929001216,0,0,0,0,448,NA
250,250,2500,0.99,0.95,0.020076306911179623,-26.98530342110565,0.7351510567120629,1.2973524141585746,4.47773052609226,0,0,0,0,448,NA
250,250,2500,0.99,0.95,0.030014421461553767,-27.771674631168477,5.254141722153172,-9.159161478226778,6.747124081759035,0,0,0,0,442,NA
250,250,2500,0.99,0.95,0.03984382321137399,-33.29973815884857,-3.14400847381132,3.75151029576545,1.3983082369677196,0,0,0,0,442,NA
250,250,2500,0.99,0.95,0.04999999597153313,-32.92227423994724,-1.0337394898366727,-2.3441443848826053,2.3735933231780995,0,0,0,0,436,NA
250,250,2500,0.99,0.95,0.05995028303745747,-30.82652603630893,1.7180645211537604,6.439649597419012,4.274047150798031,0,0,0,0,446,NA
250,250,2500,0.99,0.95,0.07004357654639723,-31.104715160654706,0.0863716567457214,0.691741263479342,2.612829385314761,0,0,0,0,442,NA
250,250,2500,0.99,0.95,0.07985389946003679,-31.676346655615152,0.3328999048766931,1.2540438060870909,1.9730799587935048,0,0,0,0,448,NA
250,250,2500,0.99,0.95,0.09005769599673488,-30.550123775698303,0.7567567781120251,2.6520355875735726,2.828695996956834,0,0,0,0,448,NA
250,250,2500,0.99,0.95,0.10092145976379437,-30.65579210109405,-0.6577916878576061,1.6722431430943983,1.5538479461528822,0,0,0,0,437,NA
250,250,2500,0.99,0.95,0.11010460386102104,-31.226940161397135,-0.9183515499202032,0.6482180699038365,0.6278824338909764,0,0,0,0,451,NA
250,250,2500,0.99,0.95,0.11995767669210997,-30.95039327701146,-0.8168950610412768,-1.0793923457062562,0.919833095990601,0,0,0,0,453,NA
250,250,2500,0.99,0.95,0.1299855839797041,-31.2643242051252,-1.3662709917635452,-2.709222485912433,-0.20355529131146946,0,0,0,0,435,NA
250,250,2500,0.99,0.95,0.14011042979399077,-29.541489810223545,-0.052351261347937675,0.9930530202820206,0.9996412996956826,0,0,0,0,455,NA
250,250,2500,0.99,0.95,0.15025204503364473,-29.146356269262508,-0.37649707668604376,2.360900479330765,0.9513407517599433,0,0,0,0,460,NA
250,250,2500,0.99,0.95,0.16032946675383158,-29.08552567703003,-0.1880353949926017,1.4712243643953837,0.781837105415434,0,0,0,0,456,NA
250,250,2500,0.99,0.95,0.17026230863197309,-28.611114136759483,-0.06656828572873282,0.1456384183464558,0.8832882511557116,0,0,0,0,463,NA
250,250,2500,0.99,0.95,0.17997198453830315,-28.80672025098475,-0.2243119637786138,0.258964548845421,0.505951138581164,0,0,0,0,446,NA
250,250,2500,0.99,0.95,0.1900678398849502,-28.164584613735787,-0.06358278183481932,0.15265485821579622,0.688200938934144,0,0,0,0,455,NA
250,250,2500,0.99,0.95,0.1998390882015514,-27.440337854220015,0.30540708760602875,-0.8296994175735881,0.9506959246174609,0,0,0,0,444,NA
250,250,2500,0.99,0.99,0.009912299793487728,-26.68226714109725,6.235912460673462,-7.9516671019903695,8.405966232963404,0,0,0,0,449,NA
250,250,2500,0.99,0.99,0.020076306911179623,-35.37608287516251,-2.6557370702340664,-12.081059147098847,-0.3535291309288913,0,0,0,0,457,NA
250,250,2500,0.99,0.99,0.030014421461553767,-32.07068231261288,0.9533108737359586,-2.2068515431901683,2.469906291479424,0,0,0,0,446,NA
250,250,2500,0.99,0.99,0.03984382321137399,-32.5565152974881,0.14303333931037512,1.3638949116226784,1.3814360036294775,0,0,0,0,454,NA
250,250,2500,0.99,0.99,0.04999999597153313,-33.66562282451565,-1.2185960850713158,-2.0481408106698833,-0.20874628535791695,0,0,0,0,452,NA
250,250,2500,0.99,0.99,0.05995028303745747,-32.120825721486824,-0.6403145890652011,-0.4261580441071369,0.6161335171412371,0,0,0,0,443,NA
250,250,2500,0.99,0.99,0.07004357654639723,-32.22970724599284,-0.47795146883788475,-1.1610631444742487,0.34075323318813644,0,0,0,0,453,NA
250,250,2500,0.99,0.99,0.07985389946003679,-30.823624211577354,1.121662495407739,0.3351987935167173,2.051494978806527,0,0,0,0,450,NA
250,250,2500,0.99,0.99,0.09005769599673488,-30.951041637769954,0.8143066398146014,0.9087122119275596,1.3273242746984766,0,0,0,0,452,NA
250,250,2500,0.99,0.99,0.10092145976379437,-30.69548955801385,0.47474879173935863,-2.0637949528870143,0.8842551659990909,0,0,0,0,450,NA
250,250,2500,0.99,0.99,0.11010460386102104,-30.666125707180875,-0.7759721582881469,0.9546264535943432,0.13346715515031157,0,0,0,0,455,NA
250,250,2500,0.99,0.99,0.11995767669210997,-29.903866766432483,0.5425870097353853,-0.8144106801980343,0.8207727512541365,0,0,0,0,448,NA
250,250,2500,0.99,0.99,0.1299855839797041,-29.996018404355738,-0.15664221328025618,-1.4332572923575746,-0.18302957857451632,0,0,0,0,445,NA
250,250,2500,0.99,0.99,0.14011042979399077,-30.008951993415447,-0.40527236151479124,-0.9394100566960962,-0.018828492544961512,0,0,0,0,444,NA
250,250,2500,0.99,0.99,0.15025204503364473,-29.08371519690701,0.0976113669760647,0.30594532069222635,0.42163848396821757,0,0,0,0,450,NA
250,250,2500,0.99,0.99,0.16032946675383158,-29.34027912163588,-0.5121189111238339,0.3756572264100989,-0.1530178310343331,0,0,0,0,449,NA
250,250,2500,0.99,0.99,0.17026230863197309,-28.514519008588383,0.31194247307587897,-0.41248119647980785,0.4899501529629398,0,0,0,0,451,NA
250,250,2500,0.99,0.99,0.17997198453830315,-28.227242431737352,0.024482738293354848,0.3929225014935917,0.4009800948599779,0,0,0,0,449,NA
250,250,2500,0.99,0.99,0.1900678398849502,-27.928058367977677,0.24884705977071608,-0.14168181115160705,0.20586932843900146,0,0,0,0,454,NA
250,250,2500,0.99,0.99,0.1998390882015514,-27.568804481218347,0.04272555256868469,0.0036002012140125593,0.31997455611633463,0,0,0,0,446,NA
