n_1,n_2,n_3,sigma_e,sigma_p,prev,sigma_e_hat,sigma_p_hat,rho_hat,ESE_hat_pi_RG,ASE_hat_pi_RG,coverage_pi_RG,ESE_hat_pi_SRG,ASE_hat_pi_SRG,coverage_pi_SRG,ESE_hat_pi_SRGM,ASE_hat_pi_SRGM,coverage_pi_SRGM,num_infinite_pi_RG,num_infinite_pi_SRG,num_infinite_pi_SRGM,num_negative_var_pi_SRGM,n_strata_obs_full,hat_pi_RG,hat_pi_SRG,hat_pi_SRGM
40,250,2500,0.99,0.95,0.17003319616493215,0.990325,0.950044,0.0504228,0.008531408551025438,0.015297748033835722,0,0.04422442065340544,0.019479868351262756,0.385,0.0498460997295129,0.04780087483504164,0.928,0,0,0,0,0,-96.26841999841623,-25.167837212237465,0.5799405054677141
40,250,2500,0.99,0.95,0.18003561170099255,0.989325,0.950032,0.0542636,0.009936006140504796,0.015317486518739999,0,0.04547998427863686,0.019361354434776278,0.393,0.05250451937493172,0.04783970158172058,0.919,0,0,0,0,0,-95.15522769351227,-24.895244607129836,-0.4482198882389142
40,250,2500,0.99,0.95,0.18998693899992145,0.990225,0.95044,0.0576508,0.011145049847396565,0.015227715339582615,0,0.04334798653077222,0.01930531810215444,0.401,0.047967949753411517,0.048142569270381956,0.937,0,0,0,0,0,-94.05033703072506,-23.620561690981155,0.6894952765985733
40,250,2500,0.99,0.95,0.20001652079135476,0.98995,0.950012,0.0618168,0.011992788053603192,0.015299872437754266,0,0.04581467279066748,0.019495878885042745,0.369,0.05052167129327078,0.04811825621309778,0.921,0,0,0,0,0,-92.84332299561173,-24.0571464125613,-0.48068495734508765
40,250,2500,0.99,0.99,0.010042241283825118,0.9909,0.99026,0.0030468,9.351366031886511e-4,0.006062826261887403,0.008,0.013818743801849066,0.00786688958610174,0.436,0.019643744502596896,0.017056623566390552,0.59,0,0,0,0,0,-97.06901025933334,-3.463857402700159,48.286913324098094
40,250,2500,0.99,0.99,0.019951254969530586,0.989375,0.9903,0.0045928,0.0015733865779420418,0.00612229672283155,0,0.017188369646112207,0.008702888569163774,0.541,0.022001622458157347,0.020618501857918012,0.716,0,0,0,0,1,-96.5789286909823,-23.398869601117614,10.097009204258134
40,250,2500,0.99,0.99,0.030004012911742175,0.99035,0.989912,0.006312,0.0018128817990415917,0.0063691528051185555,0,0.020886077375839245,0.009614748611834893,0.516,0.02653303356468354,0.02469460685832757,0.823,0,0,0,0,0,-97.06966930755303,-23.88231271172919,8.011822441850065
40,250,2500,0.99,0.99,0.04002346075239882,0.9899749999999999,0.990384,0.0080376,0.0028326329068714792,0.006248358048786065,0,0.024550942489337882,0.010116869698996079,0.493,0.03101256541769485,0.027841225493460738,0.864,0,0,0,0,0,-95.4168628499434,-22.04752864971377,8.285756239402048
40,250,2500,0.99,0.99,0.04995530002439708,0.9895,0.99032,0.009838,0.00337035647506635,0.006343826487291959,0,0.02664259118140038,0.010568450194511735,0.467,0.032452902531410296,0.02958328089252153,0.879,0,0,0,0,0,-94.81843275089464,-24.098268220831475,2.1955336708404363
40,250,2500,0.99,0.99,0.05996493170521908,0.990275,0.990004,0.0117612,0.0041152497336446455,0.006479890637213134,0,0.02861991134316916,0.01094231708566746,0.455,0.03501214671397682,0.03174588673913938,0.889,0,0,0,0,0,-93.68641805111564,-24.18829634999517,1.1015893257585758
40,250,2500,0.99,0.99,0.06999054196733318,0.989675,0.989568,0.01376,0.004841434700027792,0.00668418752344864,0,0.030350738378539275,0.011884038653256783,0.452,0.037448678218766074,0.034234213887874426,0.893,0,0,0,0,1,-92.98989341040568,-23.813271234849672,3.2814898577341713
40,250,2500,0.99,0.99,0.07997557242927977,0.99005,0.990032,0.0158092,0.005291579231079838,0.00660311684004398,0,0.03229827539213932,0.012212041275459249,0.416,0.03786312265153311,0.03560965729394347,0.913,0,0,0,0,0,-91.51646549994567,-22.065413862694967,2.4121237184694446
40,250,2500,0.99,0.99,0.08996174105158126,0.99055,0.990204,0.0178392,0.005664741275165806,0.00661923095467482,0,0.03312755269308142,0.012409045313910287,0.435,0.04028019383438724,0.03664743161428946,0.904,0,0,0,0,0,-90.33527637626165,-22.65840052875236,1.7338686307384426
40,250,2500,0.99,0.99,0.10000315145638085,0.989425,0.990148,0.0201288,0.006207631952991674,0.006708426000237274,0,0.033516004763336195,0.012688965817081073,0.435,0.0407532208021059,0.038042053473970626,0.912,0,0,0,0,0,-89.30336721943486,-23.159982986806988,0.47951623713874664
40,250,2500,0.99,0.99,0.10995648493426226,0.98995,0.989852,0.0227372,0.006627772832008867,0.006847834585519203,0,0.036862528710823454,0.013324465650469084,0.434,0.04247632203757594,0.039058713573747586,0.897,0,0,0,0,0,-88.17011416936207,-20.51393036214093,2.368773953780193
40,250,2500,0.99,0.99,0.11996174537995682,0.98965,0.989764,0.0251004,0.00680153545552941,0.006938403445271949,0,0.03566987913264923,0.013500628723918313,0.409,0.04367370634158321,0.040501469153455864,0.914,0,0,0,0,0,-87.28150361477064,-22.009253180023702,1.439022491191593
40,250,2500,0.99,0.99,0.1300249423890439,0.990175,0.990136,0.0275048,0.006978132786786512,0.006889505602838651,0,0.03658489449076041,0.013601681090102432,0.392,0.042048289473450934,0.040581025954236266,0.922,0,0,0,0,0,-86.15052993836262,-22.417178318023645,-0.3503484057986872
40,250,2500,0.99,0.99,0.13996708196188515,0.9896,0.990272,0.0304244,0.00732867285724213,0.00692480343346092,0,0.038871385151503936,0.013735455816004188,0.414,0.046116641590495874,0.04150273732576357,0.899,0,0,0,0,0,-84.92014856943555,-20.077859177766133,2.0358326434306484
40,250,2500,0.99,0.99,0.15002204396847665,0.98995,0.989552,0.0331372,0.007285229010066879,0.007200077050720645,0,0.036549202584441436,0.014190860962583067,0.39,0.042936981209105864,0.04262595108295662,0.93,0,0,0,0,0,-84.57982681378269,-22.543979675401623,-0.4752814639423936
40,250,2500,0.99,0.99,0.16003267283066128,0.9902,0.989652,0.0359056,0.0075247166458632265,0.007253801129555995,0,0.03859982014572979,0.01431249842310415,0.357,0.04495859961161166,0.04259453758119533,0.913,0,0,0,0,0,-83.72028757098371,-23.783829509907356,-1.956243681713019
40,250,2500,0.99,0.99,0.1699997297548062,0.9904499999999999,0.98996,0.0388656,0.007536815706427241,0.007223388767374812,0,0.03884843482880689,0.014499878238549284,0.372,0.04539963879758969,0.04349256228931795,0.925,0,0,0,0,0,-82.72566556312375,-20.946413776210463,0.1978967280256467
40,250,2500,0.99,0.99,0.17999287643445794,0.989575,0.989764,0.042462,0.007736483715941116,0.007379251475291479,0,0.03953830887528762,0.014583736409870722,0.343,0.04638689450780857,0.04412403893968049,0.903,0,0,0,0,0,-81.7367592813559,-21.779815873031406,-0.9044122080243516
40,250,2500,0.99,0.99,0.18997625485980854,0.9901,0.990156,0.0457304,0.007755801052820447,0.007331237930012426,0,0.0410547150360313,0.014676034225197436,0.343,0.047271421399410984,0.04415441452143009,0.917,0,0,0,0,0,-80.7473998086243,-20.49026324457305,0.20562438049553827
40,250,2500,0.99,0.99,0.20003988601535216,0.989075,0.99044,0.0493244,0.007603646145430313,0.007363814375742204,0,0.04065116630508312,0.014894111483557135,0.368,0.04589944650823971,0.044631285391802486,0.931,0,0,0,0,0,-79.7154161783065,-18.83880827971387,1.465601528698417
